,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15,PCA16,PCA17,PCA18
0,-12.30367002510265,3.984467597622137,-4.650370955897159,-1.6269030072204704,-0.08755420231076073,1.4393529517420565,-1.8261978150893692,1.942303878484002,1.9011657263789983,-0.8507670493277157,2.2286715575164258,1.7528854254664263,1.4877769261573899,-0.5076420143962311,0.8253255547247413,-0.9185522122470182,0.23251267824258903,0.9773495147586664
1,-11.27591524490153,4.828021320986306,-4.950137377610399,-0.24994341874625337,-1.0382584603726253,0.24995185129643052,-0.8572625985864083,0.2641637243179055,1.6789138700101571,-0.5948587996616426,1.3292666324068692,1.4295375349029948,0.9556753433038271,-1.355735514785379,0.44311136699421527,-0.849874885386642,-0.8256671652807888,0.8205203069332008
2,-10.795703432304238,3.593918502825076,-4.657376148296746,2.8001683828968327,0.4618980594318004,-0.5554619081412545,0.4533818368048543,-0.9764258583251927,-0.30067651976560417,-0.4288052111562431,1.8236172754290474,0.5199608497260436,1.4943934771637783,0.7862927027634259,0.09531217606750335,-0.1702323045135022,-0.9116936347466151,-0.8644271527002917
3,-9.744378808090827,2.3058119960651626,-3.6866615771466167,2.3482019437142703,2.3629386956190763,1.4259542766830868,1.0290545291253443,-2.9348320151639333,0.31260902477990976,4.451172329953532,2.081708970216641,0.9760146865853019,0.30869358492657817,1.1142849422507601,0.4021165229352889,1.4755827883788164,-0.6144439257657346,-1.0895273412530049
4,-10.362476647870784,3.8852277435649327,-0.19196477592339503,2.6445602150829934,-3.06723764000681,0.2703080892717448,0.6281764429265994,0.2844155245481079,-0.07767276127537315,1.5347674806581457,0.4922755380960836,0.29766365782092424,0.8189406613430892,-1.6421089573363659,0.5016679773094957,0.14390505037943505,0.7483775427011601,-0.1675330483234311
5,-9.704502826526952,2.9660546857535093,-2.4778889141093905,3.520342605895174,-0.4793729005065313,-0.13284384512857514,-1.0668789591136751,-2.005741291189164,-0.7859258986441819,0.9774162661748366,1.048370601896362,-0.05386863876189327,1.4883282067707657,0.36390475919139,-0.625440189393979,1.566722973833016,-0.1826987980400129,-0.9909535651850255
6,-10.167495069142092,3.68709162501985,-3.6095133355868794,2.480753287802222,-1.4316115938292282,-0.42382756216899503,-0.11358973239308735,-1.571535522313497,-0.51631881681473,0.756318605702521,0.41397441930024226,0.26370716701980385,0.946941371635382,-0.6330366052179158,-0.6092385759702991,1.4198970264618165,-0.7489140177678587,-0.6740688631031614
7,-9.721703222794973,3.315607960138971,-2.4193817244562,2.3937825971812567,0.0034869264662388553,1.0679465972425437,-0.7261680705235826,-3.140391877213488,-2.1974901196846677,2.2420030784901606,0.17763969943200236,1.2373157135008073,0.762053870924816,0.2614196621156577,-0.645528069834239,0.38815518555032946,-0.8829319511357046,-0.5372910159324853
8,-11.39452102467328,4.389329298815431,-1.4190638815384544,-1.7295847019666652,-4.153984903710061,2.7254948540261505,0.055209678033055994,-0.28345163322253986,-3.276903316002982,3.904526766403356,-0.24190043911385822,-0.07412025690444057,-0.36656866463303617,-0.3241778913811366,0.010846765514265626,0.29146928420283014,-0.06902167904993842,0.924136643134376
9,-12.150403720068796,6.260397891689785,-4.2428068309131115,-3.7432997849234484,-3.666829686388123,1.7383773805282894,0.5115067925947939,1.2221011653884957,-1.036676574875381,-0.3875741289917608,-1.127588986539,-0.8942633361277434,-1.1423106316719307,-1.0045904629475744,1.7502585155862533,0.5478904129891335,-0.06214892603784635,0.7334380658953028
10,-11.873914614275282,7.867438587355688,-4.329544287626895,-0.3420239681381817,-4.236034049233935,-0.4183520429621476,1.0860568541457245,1.5153140740140927,-0.2862016539598209,-0.41349142284421936,-0.45326964040180096,-1.3194505153183473,-0.27214028882547303,-0.21847504107835944,2.21248523346154,1.2410353631825604,-1.3836920793472016,-0.15482534998686
11,-11.777532275484136,6.427658701965823,-2.5221427863704737,1.67185641540954,-1.827506538577551,-1.4477902681774462,1.2768149353572595,1.3291496402868452,-1.9274139610849055,-1.6390155993604694,0.6263057874823876,-1.0647554848160337,-0.8014643398911185,-0.723871312706231,-0.09980838898836225,1.506070856466536,-1.5720598676518338,0.47067059039165116
